ID,Date,Product,Region,Store_Type,Price,Discount,Marketing_Spend,Sales,no of units sold,season
589,11-08-2021,Air_Conditioner,South,Online,60261.26,0.09,909.8,374414.09,6,Monsoon
590,12-08-2021,Refrigerator,North,Online,40695.67,0.02,3122.99,196991.42,5,Monsoon
591,13-08-2021,Water_Purifier,South,Retail,14193.74,0.15,3252.82,22323.94,2,Monsoon
592,14-08-2021,Refrigerator,East,Retail,74595.07,0.29,3779.19,405866.53,5,Monsoon
593,15-08-2021,Refrigerator,North,Online,39057.24,0.01,3925.45,316831.83,8,Monsoon
594,16-08-2021,Water_Purifier,West,Retail,60086.53,0.24,3968.48,343805.69,6,Monsoon
595,17-08-2021,Microwave,North,Retail,32538.04,0.33,3485.5,61484.96,2,Monsoon
596,18-08-2021,Refrigerator,West,Retail,6416.07,0.08,1471.15,42547.15,7,Monsoon
597,19-08-2021,Water_Purifier,North,Retail,12539.78,0.24,2319.06,10449.95,1,Monsoon
598,20-08-2021,Ceiling_Fan,West,Online,42216.46,0.34,3992.58,104374.54,2,Monsoon
599,21-08-2021,Air_Conditioner,East,Retail,56747.33,0.34,4790.42,171887.66,3,Monsoon
600,22-08-2021,Air_Conditioner,East,Online,30105.15,0.08,855.26,235899.28,8,Monsoon
601,23-08-2021,Refrigerator,East,Online,57161.63,0.04,2909.92,247681.76,4,Monsoon
602,24-08-2021,Microwave,North,Retail,57397.67,0.05,1906.35,60058.27,1,Monsoon
603,25-08-2021,Microwave,East,Online,57795.19,0.25,1514.27,180802.91,3,Monsoon
604,26-08-2021,Ceiling_Fan,South,Retail,41939.14,0.25,2776.15,172694.38,4,Monsoon
605,27-08-2021,Refrigerator,East,Retail,73616.46,0.24,3227.4,533807.14,7,Monsoon
606,28-08-2021,Air_Conditioner,West,Online,41689.74,0.12,543.98,347400.26,8,Monsoon
607,29-08-2021,Microwave,West,Retail,38769.89,0.06,4010.93,95769.16,2,Monsoon
608,30-08-2021,Refrigerator,West,Online,19953.56,0.2,4189.47,42562.04,2,Monsoon
609,31-08-2021,Microwave,North,Online,28074.13,0.17,4844.8,57564.87,2,Monsoon
610,01-09-2021,Water_Purifier,South,Retail,8175.09,0.26,1312.9,49003.29,6,Monsoon
611,02-09-2021,Microwave,East,Retail,52515.15,0.15,3175.49,47057.18,1,Monsoon
612,03-09-2021,Air_Conditioner,South,Retail,23640.18,0.12,2419.81,44614.77,2,Monsoon
613,04-09-2021,Washing_Machine,South,Online,27811.64,0.1,2006.73,146218.95,5,Monsoon
614,05-09-2021,Ceiling_Fan,West,Retail,62811.09,0.07,3045.35,188564.83,3,Monsoon
615,06-09-2021,Ceiling_Fan,West,Online,29541.59,0.09,4020.72,49228.09,2,Monsoon
616,07-09-2021,Air_Conditioner,West,Online,23164.69,0.03,603.74,95247.07,4,Monsoon
617,08-09-2021,Microwave,North,Retail,17679.33,0.12,4862.3,53952.44,3,Monsoon
618,09-09-2021,Refrigerator,South,Retail,63114.38,0.01,4144.47,349902.3,6,Monsoon
619,10-09-2021,Microwave,South,Retail,14727.97,0.07,3880.19,134410.18,9,Monsoon
620,11-09-2021,Air_Conditioner,North,Online,39031.53,0.26,3921.74,61196.32,2,Monsoon
621,12-09-2021,Ceiling_Fan,North,Retail,43019.76,0.11,2250.77,166724.84,4,Monsoon
622,13-09-2021,Microwave,North,Online,56554.24,0.23,3882.29,408811.16,7,Monsoon
623,14-09-2021,Ceiling_Fan,South,Retail,52496.26,0.25,2240.47,350091.94,7,Monsoon
624,15-09-2021,Refrigerator,South,Retail,65804.05,0.2,4544.18,239444.58,4,Monsoon
625,16-09-2021,Ceiling_Fan,West,Online,8356.36,0.34,1297.5,40208.99,5,Monsoon
626,17-09-2021,Ceiling_Fan,West,Online,27233.05,0.01,1815.56,48278.91,2,Monsoon
627,18-09-2021,Washing_Machine,South,Retail,26010.06,0.26,2981.02,142678.79,5,Monsoon
628,19-09-2021,Washing_Machine,West,Retail,15951.27,0.34,1936.45,102706.64,6,Monsoon
629,20-09-2021,Water_Purifier,North,Retail,26688.37,0.3,2409.07,109053.36,4,Monsoon
630,21-09-2021,Washing_Machine,East,Retail,28232.4,0.06,2715.9,145600.9,5,Monsoon
631,22-09-2021,Ceiling_Fan,West,Retail,44141.33,0.11,4353.59,105516.41,2,Monsoon
632,23-09-2021,Air_Conditioner,South,Online,54777.84,0.06,2854.37,345201.63,6,Monsoon
633,24-09-2021,Ceiling_Fan,West,Online,33582.54,0.21,2131.07,167510.01,5,Monsoon
634,25-09-2021,Air_Conditioner,West,Online,58960.27,0.25,1614.81,303677.71,5,Monsoon
635,26-09-2021,Air_Conditioner,West,Online,30212.4,0.11,2339.04,33201.23,1,Monsoon
636,27-09-2021,Washing_Machine,East,Retail,26771.28,0.19,2820.81,128775.06,5,Monsoon
637,28-09-2021,Microwave,North,Online,45589.1,0.24,3857.52,220165.92,5,Monsoon
638,29-09-2021,Refrigerator,South,Online,6778.73,0.15,1044.72,16523.87,2,Monsoon
639,30-09-2021,Washing_Machine,East,Online,10984.18,0.3,1497.24,22105.63,2,Monsoon
640,01-10-2021,Washing_Machine,South,Retail,36347.72,0.27,2208.44,120244.774,3,Post-Monsoon
641,02-10-2021,Microwave,South,Online,75718.45,0.02,2121.79,714373.27,9,Post-Monsoon
642,03-10-2021,Refrigerator,South,Retail,59113.38,0.22,2262.87,387002.538,7,Post-Monsoon
643,04-10-2021,Ceiling_Fan,East,Online,11609.49,0.08,4070.85,119575.3,10,Post-Monsoon
644,05-10-2021,Water_Purifier,North,Retail,68473.85,0.2,1958.69,260704.886,4,Post-Monsoon
645,06-10-2021,Water_Purifier,South,Online,59922.56,0.33,2758.54,480620.972,8,Post-Monsoon
646,07-10-2021,Ceiling_Fan,North,Retail,50820.99,0.31,3307.58,350712.596,7,Post-Monsoon
647,08-10-2021,Washing_Machine,North,Online,66521.97,0.14,1544.8,338770.276,5,Post-Monsoon
648,09-10-2021,Refrigerator,West,Retail,35308.24,0.1,3734.13,76728.678,2,Post-Monsoon
649,10-10-2021,Washing_Machine,East,Retail,21612.58,0.08,2962,85632.768,4,Post-Monsoon
650,11-10-2021,Air_Conditioner,East,Online,43401.75,0.19,2510.52,439238.397,10,Post-Monsoon
651,12-10-2021,Washing_Machine,West,Retail,46163.13,0.04,4144.03,218536.318,5,Post-Monsoon
652,13-10-2021,Washing_Machine,West,Retail,45374.48,0.19,1595.73,189641.335,4,Post-Monsoon
653,14-10-2021,Ceiling_Fan,North,Online,47380.53,0,4474.29,166693.735,4,Post-Monsoon
654,15-10-2021,Ceiling_Fan,South,Online,76152.87,0.11,3024.72,727925.133,10,Post-Monsoon
655,16-10-2021,Ceiling_Fan,East,Retail,72668.42,0.08,3241.29,302521.141,4,Post-Monsoon
656,17-10-2021,Water_Purifier,South,Online,70678.78,0.34,4437.77,240891.248,3,Post-Monsoon
657,18-10-2021,Air_Conditioner,South,Online,65106.26,0.25,4179.12,300198.756,5,Post-Monsoon
658,19-10-2021,Ceiling_Fan,West,Online,75757.11,0.12,3207.03,424972.106,6,Post-Monsoon
659,20-10-2021,Refrigerator,South,Retail,12387.1,0.03,3889.34,73446.919,6,Post-Monsoon
660,21-10-2021,Water_Purifier,North,Retail,24884.24,0.18,2449.94,146790.072,6,Post-Monsoon
661,22-10-2021,Microwave,West,Retail,42129.2,0.07,2963.2,424313.279,10,Post-Monsoon
662,23-10-2021,Refrigerator,South,Retail,68490.09,0.19,779.32,603902.078,9,Post-Monsoon
663,24-10-2021,Refrigerator,West,Retail,42887.43,0.29,904.36,323996.829,8,Post-Monsoon
664,25-10-2021,Ceiling_Fan,North,Retail,61102.61,0.22,4232.41,118347.528,2,Post-Monsoon
665,26-10-2021,Microwave,North,Retail,15421.99,0.22,768.52,128185.551,8,Post-Monsoon
666,27-10-2021,Microwave,South,Online,23931.04,0.19,1262.3,52471.822,2,Post-Monsoon
667,28-10-2021,Water_Purifier,West,Retail,59883.21,0.32,4081.25,112359,2,Post-Monsoon
668,29-10-2021,Microwave,South,Retail,17355.05,0.33,505.16,144069.406,8,Post-Monsoon
669,30-10-2021,Air_Conditioner,South,Online,31351.7,0.18,1770.82,279886.126,9,Post-Monsoon
670,31-10-2021,Ceiling_Fan,West,Online,24864.97,0.11,3128.17,171798.302,7,Post-Monsoon
671,01-11-2021,Microwave,South,Online,31239.63,0.16,3179.52,302749.72,10,Post-Monsoon
672,02-11-2021,Water_Purifier,North,Retail,58124.3,0.07,3997.19,695996.444,12,Post-Monsoon
673,03-11-2021,Air_Conditioner,West,Online,32588.54,0.22,2776.67,214651.567,7,Post-Monsoon
674,04-11-2021,Washing_Machine,West,Retail,46644.75,0.18,2792.31,324001.314,7,Post-Monsoon
675,05-11-2021,Washing_Machine,West,Retail,12494.89,0.04,3763.9,121471.883,10,Post-Monsoon
676,06-11-2021,Air_Conditioner,West,Retail,65376.33,0.07,2743.81,244174.307,4,Post-Monsoon
677,07-11-2021,Water_Purifier,South,Online,32741.65,0.17,3238.21,88466.287,3,Post-Monsoon
678,08-11-2021,Air_Conditioner,South,Online,53640.06,0.31,4539.98,377041.093,7,Post-Monsoon
679,09-11-2021,Ceiling_Fan,North,Retail,59404.22,0.2,2306.53,253555.562,4,Post-Monsoon
680,10-11-2021,Ceiling_Fan,East,Retail,20724.57,0.24,2233.06,45367.023,2,Post-Monsoon
681,11-11-2021,Washing_Machine,East,Retail,71350.62,0.12,515.97,312942.474,4,Post-Monsoon
682,12-11-2021,Microwave,North,Online,51216.82,0.2,3260.42,225192.214,4,Post-Monsoon
683,13-11-2021,Water_Purifier,East,Retail,37154.39,0.16,633.97,393028.701,11,Post-Monsoon
684,14-11-2021,Washing_Machine,North,Online,18675.14,0.23,2768.67,136121.583,7,Post-Monsoon
685,15-11-2021,Microwave,South,Retail,75672.57,0.02,4119.05,557010.545,7,Post-Monsoon
686,16-11-2021,Microwave,West,Online,61630.12,0.17,2974.64,646359.883,10,Post-Monsoon
687,17-11-2021,Ceiling_Fan,West,Retail,20601.84,0.1,1713.36,220028.913,11,Post-Monsoon
688,18-11-2021,Refrigerator,South,Online,30328.31,0.11,4037.76,196784.172,6,Post-Monsoon
689,19-11-2021,Refrigerator,West,Online,65725.57,0.34,1713.73,516054.708,8,Post-Monsoon
690,20-11-2021,Air_Conditioner,West,Online,57175.82,0.06,3798.64,324103.572,6,Post-Monsoon
691,21-11-2021,Ceiling_Fan,East,Online,62433.82,0.11,3246.16,222037.79,4,Post-Monsoon
692,22-11-2021,Microwave,South,Online,38090.08,0.18,1264.98,125633.066,3,Post-Monsoon
693,23-11-2021,Water_Purifier,East,Online,58735.72,0.3,4573.1,372053.435,6,Post-Monsoon
694,24-11-2021,Refrigerator,East,Retail,33987.03,0.15,1402.9,206917.945,6,Post-Monsoon
695,25-11-2021,Microwave,West,Retail,20844.72,0.26,4953.14,138975.837,7,Post-Monsoon
696,26-11-2021,Refrigerator,West,Retail,52450.78,0.3,532.9,342449.159,7,Post-Monsoon
697,27-11-2021,Refrigerator,South,Retail,78201.04,0.11,1685.68,108656.288,1,Post-Monsoon
698,28-11-2021,Refrigerator,West,Online,28295.07,0.14,1399.37,47019.232,2,Post-Monsoon
699,29-11-2021,Water_Purifier,West,Retail,39572.72,0.12,562.97,262305.797,7,Post-Monsoon
700,30-11-2021,Ceiling_Fan,South,Online,55550.1,0.29,3795.66,139426.963,3,Post-Monsoon
701,01-12-2021,Water_Purifier,West,Online,45612.97,0.02,3620.42,388925.017,9,Winter
702,02-12-2021,Washing_Machine,East,Online,68257.08,0.11,4065.58,471445.52,7,Winter
703,03-12-2021,Microwave,South,Retail,62130.7,0.24,1655.14,384997.925,6,Winter
704,04-12-2021,Ceiling_Fan,West,Online,9372.29,0.2,2499.51,36279.971,4,Winter
705,05-12-2021,Ceiling_Fan,North,Retail,79881.59,0.15,3466.01,596575.174,7,Winter
706,06-12-2021,Ceiling_Fan,South,Retail,61430.18,0.19,2478.96,547594.879,9,Winter
707,07-12-2021,Ceiling_Fan,South,Retail,69792.75,0.07,3637.97,842329.631,12,Winter
708,08-12-2021,Water_Purifier,North,Retail,53839.83,0.15,3352.88,508427.257,9,Winter
709,09-12-2021,Ceiling_Fan,West,Retail,69221.38,0.18,1015.92,444030.444,6,Winter
710,10-12-2021,Air_Conditioner,West,Online,13428.72,0.32,4014.69,32536.79,2,Winter
711,11-12-2021,Microwave,South,Online,31080.34,0.09,3743.04,262266.914,8,Winter
712,12-12-2021,Ceiling_Fan,South,Retail,70731.57,0.3,3451.25,607540.648,9,Winter
713,13-12-2021,Microwave,West,Online,20124.14,0.23,1197.92,58555.328,3,Winter
714,14-12-2021,Air_Conditioner,West,Retail,10868.16,0.01,1705.98,46213.557,4,Winter
715,15-12-2021,Air_Conditioner,East,Online,64108.92,0.25,2269.3,146331.809,2,Winter
716,16-12-2021,Microwave,South,Online,67661.46,0.01,1759.68,664465.763,10,Winter
717,17-12-2021,Refrigerator,South,Online,17198.92,0.35,1525.15,67710.435,4,Winter
718,18-12-2021,Washing_Machine,North,Online,69075.95,0.31,4124.11,96923.359,1,Winter
719,19-12-2021,Refrigerator,East,Online,56507.58,0.1,3372.05,586730.833,10,Winter
720,20-12-2021,Refrigerator,West,Online,44006.2,0.09,3044.62,313347.593,7,Winter
721,21-12-2021,Water_Purifier,East,Online,67268.76,0.13,1516.79,302790.735,5,Winter
722,22-12-2021,Refrigerator,West,Online,36443.69,0.12,4631.34,170762.332,5,Winter
723,23-12-2021,Ceiling_Fan,West,Online,19549.55,0.13,1360.32,79869.049,4,Winter
724,24-12-2021,Water_Purifier,East,Online,26363.95,0.11,4077.28,155545.065,6,Winter
725,25-12-2021,Water_Purifier,South,Online,42887.3,0.22,4850.03,175402.305,4,Winter
726,26-12-2021,Air_Conditioner,West,Online,44849.81,0.06,3771.92,325085.475,7,Winter
727,27-12-2021,Refrigerator,East,Online,65418.56,0.3,4967.86,473964.426,7,Winter
728,28-12-2021,Air_Conditioner,North,Retail,64351.45,0.28,3429.73,425856.132,7,Winter
729,29-12-2021,Microwave,East,Online,48602.49,0.17,1478.57,191419.488,4,Winter
730,30-12-2021,Washing_Machine,North,Online,63558.91,0.3,1417.19,333073.403,5,Winter
731,31-12-2021,Water_Purifier,West,Online,19383.01,0.09,1960.54,196307.696,10,Winter
732,01-01-2022,Microwave,East,Online,8754.84,0.01,532.09,13987.76,2,Winter
733,02-01-2022,Microwave,East,Online,70522.54,0.22,3567.64,93770.07,1,Winter
734,03-01-2022,Ceiling_Fan,North,Online,10666.59,0.16,1709.01,53809.17,5,Winter
735,04-01-2022,Washing_Machine,East,Retail,23501.63,0.2,4168.32,126947.08,5,Winter
736,05-01-2022,Microwave,East,Retail,57148.92,0.31,2116.28,114462.13,2,Winter
737,06-01-2022,Microwave,West,Retail,35708.6,0.34,2659.8,181635.63,5,Winter
738,07-01-2022,Washing_Machine,East,Online,70723.55,0.22,4845.6,376020.77,5,Winter
739,08-01-2022,Washing_Machine,South,Online,27348.48,0.27,1589.77,185860.56,7,Winter
740,09-01-2022,Microwave,North,Online,5890.35,0.03,3745.64,14401.73,2,Winter
741,10-01-2022,Washing_Machine,East,Retail,27549.17,0.06,3898.03,201016,7,Winter
742,11-01-2022,Microwave,North,Online,48355.63,0.26,1494.49,62720.3,1,Winter
743,12-01-2022,Microwave,North,Online,33195.38,0.15,2754.49,171769.06,5,Winter
744,13-01-2022,Ceiling_Fan,North,Retail,45115.46,0.16,2075.91,226133.45,5,Winter
745,14-01-2022,Refrigerator,East,Retail,70744.86,0.11,3973.58,283047.65,4,Winter
746,15-01-2022,Microwave,East,Online,73436.38,0.21,3301.17,498992.92,7,Winter
747,16-01-2022,Air_Conditioner,North,Online,24948.05,0.06,2641.92,24373.64,1,Winter
748,17-01-2022,Water_Purifier,South,Online,39660.54,0.22,4007.13,175762,4,Winter
749,18-01-2022,Refrigerator,North,Online,46185.8,0.06,1558.2,128263.46,3,Winter
750,19-01-2022,Refrigerator,South,Retail,76183.43,0.02,3891.3,574244.63,8,Winter
751,20-01-2022,Refrigerator,North,Online,79896.3,0.12,4394.18,97560.89,1,Winter
752,21-01-2022,Ceiling_Fan,West,Online,22655.54,0.08,4453.8,176832.67,8,Winter
753,22-01-2022,Microwave,North,Retail,59523.49,0.31,4026.53,350864.35,6,Winter
754,23-01-2022,Ceiling_Fan,North,Online,33352.33,0.02,2336.06,277687.44,8,Winter
755,24-01-2022,Microwave,East,Online,5608.11,0.06,4918.14,12510.18,2,Winter
756,25-01-2022,Ceiling_Fan,South,Retail,5693.94,0.19,2208.17,30779.52,5,Winter
757,26-01-2022,Ceiling_Fan,West,Retail,39542.45,0.17,3373.81,37064.09,1,Winter
758,27-01-2022,Water_Purifier,South,Online,41625.12,0.02,1224.83,352108.14,8,Winter
759,28-01-2022,Air_Conditioner,West,Retail,6692.73,0,4912.02,50240.83,8,Winter
760,29-01-2022,Ceiling_Fan,North,Retail,56519.56,0.35,3667.94,212358.08,4,Winter
761,30-01-2022,Water_Purifier,East,Online,27050.25,0.23,3890.2,157784.07,6,Winter
762,31-01-2022,Washing_Machine,East,Retail,46991.98,0.13,796,75589.31,2,Winter
763,01-02-2022,Air_Conditioner,South,Online,27568.93,0.16,3935.38,133340.94,5,Winter
764,02-02-2022,Ceiling_Fan,East,Online,17535.07,0.09,3986.26,57787.78,3,Winter
765,03-02-2022,Refrigerator,South,Online,35538.03,0.12,3522.98,305028.11,9,Winter
766,04-02-2022,Washing_Machine,South,Online,22420.5,0.23,1813.59,150437.69,7,Winter
767,05-02-2022,Washing_Machine,West,Retail,45110.07,0.31,2703.61,236541.06,5,Winter
768,06-02-2022,Water_Purifier,South,Online,19912.14,0.06,996.95,176013.46,9,Winter
769,07-02-2022,Washing_Machine,West,Online,43130.45,0.29,2622.14,126213.87,3,Winter
770,08-02-2022,Air_Conditioner,East,Online,16803.39,0.04,1597.21,146922.16,9,Winter
771,09-02-2022,Ceiling_Fan,South,Online,55323.1,0.08,2070.94,199880.84,4,Winter
772,10-02-2022,Ceiling_Fan,South,Retail,61545.33,0.01,1231.7,462772.8,8,Winter
773,11-02-2022,Refrigerator,North,Retail,13279.57,0.05,1535.24,96228.61,7,Winter
774,12-02-2022,Water_Purifier,South,Retail,40085.18,0.32,844.56,31759.54,1,Winter
775,13-02-2022,Refrigerator,South,Online,10315.38,0.16,4639.56,36821.9,4,Winter
776,14-02-2022,Washing_Machine,North,Retail,49863.68,0.03,2886.85,56827,1,Winter
777,15-02-2022,Refrigerator,North,Retail,24830.32,0.34,2285.34,163451.21,7,Winter
778,16-02-2022,Air_Conditioner,East,Online,44571.83,0.31,2907.63,64577.53,1,Winter
779,17-02-2022,Ceiling_Fan,South,Retail,43809.58,0.26,3327.32,190796,4,Winter
780,18-02-2022,Washing_Machine,East,Online,74326.58,0.33,4648.45,404117.64,5,Winter
781,19-02-2022,Refrigerator,East,Retail,46181.24,0.08,1304.12,119446.05,3,Winter
782,20-02-2022,Water_Purifier,North,Retail,48724.89,0.29,1829.99,185616.81,4,Winter
783,21-02-2022,Air_Conditioner,West,Retail,35123.98,0.24,4891.05,172627.78,5,Winter
784,22-02-2022,Air_Conditioner,East,Retail,76180.97,0.3,2170.37,130215.37,2,Winter
785,23-02-2022,Refrigerator,West,Online,63288.94,0.28,601.53,364863.23,6,Winter
786,24-02-2022,Ceiling_Fan,South,Online,26405.4,0.12,1164.4,85837.22,3,Winter
787,25-02-2022,Refrigerator,North,Retail,68315.72,0.27,618.52,144584.87,2,Winter
788,26-02-2022,Washing_Machine,South,Online,37429.73,0.09,4954.65,205204.18,5,Winter
789,27-02-2022,Refrigerator,South,Retail,67150.04,0.12,1754.92,277308.44,4,Winter
790,28-02-2022,Air_Conditioner,North,Retail,66716.61,0.04,4655.94,594529.76,9,Winter
791,01-03-2022,Refrigerator,South,Retail,19165.26,0.33,4981.49,114546.51,6,Summer
792,02-03-2022,Ceiling_Fan,North,Retail,57585.58,0.1,3199.29,277282.65,5,Summer
793,03-03-2022,Water_Purifier,West,Retail,26798.22,0.18,649.38,93026.45,3,Summer
794,04-03-2022,Microwave,South,Retail,27311.95,0.14,867.16,92300.99,3,Summer
795,05-03-2022,Refrigerator,North,Online,27226.11,0.34,2667.15,61240.45,2,Summer
796,06-03-2022,Ceiling_Fan,East,Online,59417.62,0.12,2327.77,308544.95,5,Summer
797,07-03-2022,Ceiling_Fan,South,Retail,22236.95,0.27,3227.8,133837.74,6,Summer
798,08-03-2022,Water_Purifier,West,Online,5067.94,0.3,2474.82,13469.4,3,Summer
799,09-03-2022,Air_Conditioner,North,Retail,58642.76,0.15,4703.35,135125.81,2,Summer
800,10-03-2022,Ceiling_Fan,South,Online,17838.86,0.13,2906.33,81934.57,5,Summer
801,11-03-2022,Ceiling_Fan,South,Online,12836.18,0.26,3621.77,15400.45,1,Summer
802,12-03-2022,Ceiling_Fan,South,Online,22813.71,0.32,4534.18,113425.83,5,Summer
803,13-03-2022,Ceiling_Fan,West,Retail,33492.54,0.26,1160.92,140409.64,4,Summer
804,14-03-2022,Washing_Machine,North,Online,40692.97,0.08,1533.81,204684.96,5,Summer
805,15-03-2022,Washing_Machine,East,Retail,8342.75,0.31,982.93,21322.12,3,Summer
806,16-03-2022,Air_Conditioner,East,Retail,77793,0.14,1128.37,611621.98,8,Summer
807,17-03-2022,Refrigerator,East,Retail,58704.73,0.2,2806.63,85209.99,1,Summer
808,18-03-2022,Ceiling_Fan,North,Online,29239.55,0.29,1945.31,183278.63,6,Summer
809,19-03-2022,Water_Purifier,East,Online,28902.29,0.07,2404.28,118008.7,4,Summer
810,20-03-2022,Refrigerator,West,Online,38640.69,0.27,4921.2,251771.01,7,Summer
811,21-03-2022,Water_Purifier,North,Retail,51968.36,0.21,1205.17,310328.75,6,Summer
812,22-03-2022,Refrigerator,South,Retail,15977.98,0.31,2933.65,21360.96,1,Summer
813,23-03-2022,Air_Conditioner,West,Online,19169.74,0.06,944.92,152874.78,8,Summer
814,24-03-2022,Ceiling_Fan,South,Retail,69457.59,0.15,1933.23,421514,6,Summer
815,25-03-2022,Ceiling_Fan,East,Online,24219.12,0.29,2873.87,22194.62,1,Summer
816,26-03-2022,Microwave,West,Online,33514.62,0.01,4759.84,73105.14,2,Summer
817,27-03-2022,Water_Purifier,North,Online,70345.39,0.04,2260.53,453856.24,6,Summer
818,28-03-2022,Refrigerator,West,Online,54736.09,0.35,792.08,247747.2,5,Summer
819,29-03-2022,Refrigerator,South,Retail,30628.39,0.1,2246.73,212802.27,7,Summer
820,30-03-2022,Washing_Machine,North,Online,56277.47,0.34,1155.84,277912.65,5,Summer
821,31-03-2022,Microwave,West,Online,6476.24,0.06,1534.95,42222.1,7,Summer
822,01-04-2022,Washing_Machine,West,Online,60173.2,0.13,3281.41,496042.632,8,Summer
823,02-04-2022,Washing_Machine,West,Online,41526.2,0.26,803.41,227733.204,5,Summer
824,03-04-2022,Washing_Machine,West,Online,65988.66,0.23,2591.26,204085.848,3,Summer
825,04-04-2022,Water_Purifier,North,Online,76597.82,0.2,3242.58,677349.468,9,Summer
826,05-04-2022,Water_Purifier,South,Online,74434.14,0.19,2398.36,84210.048,1,Summer
827,06-04-2022,Air_Conditioner,West,Retail,73194.88,0.3,586.07,264321.828,4,Summer
828,07-04-2022,Air_Conditioner,North,Retail,43412.75,0.08,4934.84,362325.204,8,Summer
829,08-04-2022,Washing_Machine,South,Retail,32010.66,0.15,2152.02,158174.028,5,Summer
830,09-04-2022,Microwave,West,Retail,39877.65,0.05,4003.6,55621.392,1,Summer
831,10-04-2022,Refrigerator,South,Online,56742.2,0.21,1965.41,85734.576,2,Summer
832,11-04-2022,Water_Purifier,South,Retail,71299.83,0.09,2637.58,532382.148,7,Summer
833,12-04-2022,Microwave,North,Retail,20523.97,0.12,2248.09,209879.616,10,Summer
834,13-04-2022,Ceiling_Fan,South,Retail,73864.49,0.16,2041.43,444258.48,6,Summer
835,14-04-2022,Water_Purifier,North,Online,66138.52,0.01,598.33,436927.896,7,Summer
836,15-04-2022,Water_Purifier,West,Retail,78414.2,0.03,2120.09,352767.84,4,Summer
837,16-04-2022,Air_Conditioner,South,Retail,71018.88,0.24,4502.7,214400.112,3,Summer
838,17-04-2022,Refrigerator,South,Online,25995.3,0.15,3606.77,31522.992,1,Summer
839,18-04-2022,Refrigerator,East,Retail,12946.69,0.3,1154.4,37591.212,3,Summer
840,19-04-2022,Ceiling_Fan,West,Online,13418.08,0.24,3160.2,61700.34,5,Summer
841,20-04-2022,Ceiling_Fan,West,Retail,26841.75,0,4515.04,89593.944,3,Summer
842,21-04-2022,Water_Purifier,East,Online,51063.78,0.22,3650.15,85369.416,2,Summer
843,22-04-2022,Washing_Machine,East,Retail,65324.02,0.03,1169.08,567203.052,9,Summer
844,23-04-2022,Air_Conditioner,North,Retail,72443.77,0.27,4405.25,574420.14,8,Summer
845,24-04-2022,Air_Conditioner,North,Retail,51781.5,0.35,1856.95,380911.956,7,Summer
846,25-04-2022,Water_Purifier,South,Online,5422.35,0.19,2543.34,34585.116,6,Summer
847,26-04-2022,Microwave,South,Retail,18973.76,0.24,2867.64,25523.004,1,Summer
848,27-04-2022,Washing_Machine,South,Online,12479.47,0.08,4327.28,105641.352,8,Summer
849,28-04-2022,Water_Purifier,South,Online,32249.34,0.15,4692.23,65487.924,2,Summer
850,29-04-2022,Washing_Machine,North,Online,42601.32,0.3,4683.44,251488.188,6,Summer
851,30-04-2022,Washing_Machine,West,Online,8254.79,0.06,535.79,74624.304,9,Summer
852,01-05-2022,Washing_Machine,South,Retail,31135.85,0.09,4648.5,256117.224,8,Summer
853,02-05-2022,Water_Purifier,West,Retail,18438.48,0.16,744.74,177811.296,10,Summer
854,03-05-2022,Air_Conditioner,South,Retail,53530.26,0.25,1695.98,368233.848,7,Summer
855,04-05-2022,Air_Conditioner,East,Online,39820.43,0.13,2817.45,300938.88,8,Summer
856,05-05-2022,Washing_Machine,South,Retail,42148.82,0.32,2659.67,115413.66,3,Summer
857,06-05-2022,Microwave,South,Online,37076.88,0.03,3221.19,402353.736,11,Summer
858,07-05-2022,Refrigerator,South,Online,76701.48,0.13,2657.51,209471.292,3,Summer
859,08-05-2022,Water_Purifier,North,Online,21105.13,0.25,4704.69,173688.096,8,Summer
860,09-05-2022,Refrigerator,East,Retail,43749.82,0.08,1582.47,184213.644,4,Summer
861,10-05-2022,Microwave,South,Retail,60201.3,0.23,1733.11,120790.32,2,Summer
862,11-05-2022,Water_Purifier,South,Online,46763.33,0.06,4643.32,445209.636,10,Summer
863,12-05-2022,Washing_Machine,West,Retail,74676.57,0.02,845.33,89791.992,1,Summer
864,13-05-2022,Air_Conditioner,East,Retail,33347.63,0.04,3243.02,326109.528,10,Summer
865,14-05-2022,Refrigerator,South,Online,39775.69,0.33,3567.81,107477.436,3,Summer
866,15-05-2022,Ceiling_Fan,West,Online,11639.17,0.19,2774.94,101395.116,9,Summer
867,16-05-2022,Ceiling_Fan,West,Retail,50674.93,0.28,3624.04,316259.304,6,Summer
868,17-05-2022,Microwave,North,Online,26615.9,0.12,1277.4,196622.472,7,Summer
869,18-05-2022,Washing_Machine,West,Online,17023.18,0.21,4336.85,69197.64,4,Summer
870,19-05-2022,Refrigerator,South,Retail,45839.85,0.17,1130.12,70065.672,2,Summer
871,20-05-2022,Washing_Machine,North,Retail,44923.27,0.33,2303.66,305945.844,7,Summer
872,21-05-2022,Refrigerator,North,Online,10690.37,0.26,838.66,24094.632,2,Summer
873,22-05-2022,Microwave,South,Retail,57366.16,0.26,2953.45,221610.696,4,Summer
874,23-05-2022,Microwave,East,Online,51782.91,0.02,3513.86,389933.292,8,Summer
875,24-05-2022,Ceiling_Fan,West,Online,19176.3,0.19,4735.5,99539.484,5,Summer
